Hole_ID,Depth_From,Depth_To,Mg_ppm,Al_ppm,Si_ppm,P_ppm,K_ppm,Ca_ppm,Ti_ppm,V_ppm,Cr_ppm,Mn_ppm,Fe_ppm,Ni_ppm,Cu_ppm,Zn_ppm,Rb_ppm,Sr_ppm,Y_ppm,Zr_ppm,Nb_ppm,Mo_ppm,Pb_ppm,LE_ppm
MSDP03,30.4,31.36,17380.48,86643.74,337943.82,732.0,69684.02,621.9,5632.63,179.73,104.37,248.68,29924.34,21.24,20.35,272.73,256.66,188.34,72.91,395.07,39.35,1.68924511058708,12.61,449417.46
MSDP03,31.36,32.43,13750.86,83077.71,342326.32,838.33,70865.9,678.7,5543.76,170.9,61.7,245.21,29024.13,19.84,20.36,270.04,256.52,148.18,70.9,389.11,37.62,1.52795471547141,14.29,452000.54
MSDP03,32.43,33.4,15455.87,82765.59,351070.21,860.31,72779.1,535.93,5687.65,161.74,68.14,238.18,28700.83,20.87,16.82,174.05,254.54,111.41,75.03,392.62,36.4,1.47860280363335,12.13,440380.22
MSDP03,33.4,34.2,12727.0,80078.1,351285.41,959.79,71083.2,656.62,5535.22,158.33,61.74,296.51,27972.12,14.87,10.32,124.95,247.27,90.18,71.19,384.55,36.92,1.4395991749269,11.41,448021.14
MSDP03,34.2,35.0,12709.27,78975.21,346774.84,860.6,70707.56,715.83,5430.11,169.52,52.99,291.93,28542.78,15.99,11.09,118.85,247.83,83.64,66.0,378.92,37.15,1.34029277028813,12.58,453625.82
MSDP03,35.0,35.5,11398.14,78483.05,352595.15,832.84,70991.0,675.04,5523.15,160.55,68.57,239.86,27150.51,15.1,14.78,292.72,242.45,89.92,66.59,368.73,37.32,1.59284832375131,10.01,450571.19
MSDP03,35.5,36.4,13191.99,77794.05,348349.38,840.61,71881.63,792.71,5731.63,176.49,99.78,375.01,36924.24,17.13,26.74,195.34,243.91,88.98,65.79,375.5,37.38,2.84,13.49,442593.51
MSDP03,36.4,37.51,15891.98,78077.53,347177.87,808.6,71596.18,750.5,5529.38,149.25,94.39,295.51,32585.17,21.07,14.51,192.26,241.0,82.61,62.4,369.37,39.34,2.79,12.63,445844.96
MSDP03,37.51,38.62,18076.56,78221.15,332885.23,853.96,69381.17,934.31,5302.78,136.55,53.3,603.37,56159.08,13.4,4.16798922718635,103.1,248.51,74.57,62.57,369.87,38.2,3.08,12.8,436295.9
MSDP03,38.62,39.4,12832.61,77543.09,332046.27,1037.88,68361.62,1056.45,5316.2,232.32,31.5644963744237,562.47,60192.09,19.49,4.346520226726129,95.12,244.54,82.34,59.68,361.22,35.67,1.43457544628124,13.47,439727.1
MSDP03,39.4,40.33,12498.47,76328.44,343494.11,900.95,68500.36,1133.57,5544.14,177.85,72.79,461.43,47703.76,17.29,12.19,202.49,238.68,81.76,57.24,364.66,38.61,3.25,13.04,442006.46
MSDP03,40.33,41.36,13351.06,77586.29,348331.59,860.89,67248.7,1520.68,5183.57,160.03,52.5,379.34,37450.77,11.98,4.03561769976939,143.94,233.83,73.7,56.65,366.62,36.73,1.4497616087806398,15.12,446791.23
MSDP03,41.36,42.4,17594.85,74290.64,348686.18,843.3,66564.27,2052.24,5148.27,144.85,49.18,373.44,32607.47,18.75,4.212242511102479,85.8,229.8,71.12,53.58,350.27,36.0,3.03,12.64,450646.53
MSDP03,42.4,43.44,11167.71,73304.68,353858.61,791.51,65411.74,2249.9,5344.05,157.81,78.24,329.4,28532.41,11.73,3.9944326711777003,128.39,221.23,71.29,52.21,353.8,38.31,3.1,9.71,457763.37
MSDP03,43.44,44.48,11616.95,74788.26,358075.85,899.6,64290.4,2542.8,5060.17,158.06,82.37,357.43,25316.98,12.45,3.83151720538232,111.96,218.81,71.89,53.19,351.13,36.76,1.58671122197222,12.53,455821.72
MSDP03,44.48,45.4,13346.11,74659.14,358265.32,826.27,66010.32,1878.62,5187.06,164.48,84.09,319.22,25286.35,15.84,3.88838206030642,113.49,223.4,69.88,52.43,354.79,35.48,1.53770860171711,11.21,452974.77
MSDP03,45.4,45.7,12662.18,74084.4,354214.89,731.1,69451.59,1562.56,5005.63,162.43,129.73,291.09,32583.96,25.38,21.66,146.51,228.76,68.48,53.3,350.3,35.27,6.8,18.78,442028.24
MSDP03,45.7,46.6,11288.23,74402.72,350308.13,884.24,71842.51,4725.91,5072.4,148.66,167.98,601.55,34062.53,31.93,36.83,142.09,228.77,59.09,54.79,345.46,35.15,8.88,17.04,438152.89
MSDP03,46.6,47.5,15701.42,74765.41,347243.62,898.59,73213.81,4741.13,5347.4,156.96,181.95,576.83,31271.94,21.07,27.84,98.7,240.19,53.73,54.93,345.55,34.65,8.27,17.17,441814.28
MSDP03,47.5,48.4,12378.54,75414.52,348793.8,947.96,73073.75,2552.96,5334.75,171.28,199.52,426.92,34758.08,24.91,49.33,95.34,240.75,51.98,57.88,354.52,35.17,11.94,16.09,441216.87
MSDP03,48.4,48.9,13833.67,71933.4,348889.14,826.12,71829.62,2409.32,5035.63,163.63,169.81,392.45,33126.88,30.39,30.6,112.19,245.88,54.3,50.68,348.41,35.26,8.38,15.77,445149.28
MSDP03,48.9,49.41,12063.78,73349.56,352997.51,858.62,71506.89,2980.64,4965.28,170.69,136.84,452.97,28137.37,22.32,29.03,99.85,248.64,63.92,49.86,350.12,33.67,6.33,12.28,449493.96
MSDP03,49.41,49.7,10750.99,74345.7,348250.74,869.39,69418.13,3248.23,4985.9,168.08,147.72,523.84,31963.92,17.8,14.27,117.04,238.36,65.48,52.49,347.92,33.55,6.56,13.16,452013.88
MSDP03,49.7,50.54,14311.31,73979.76,345611.7,728.57,65195.32,3780.91,4895.32,149.31,180.35,565.9,31705.51,18.63,18.36,119.4,229.0,80.74,49.96,338.24,32.52,9.71,10.85,456438.85
MSDP03,50.54,51.3,13015.18,74672.91,352964.87,757.26,61941.32,4279.15,4890.6,153.52,124.44,543.68,26946.86,15.75,20.24,148.76,229.04,96.96,53.25,348.48,34.07,7.23,8.76,458612.16
MSDP03,51.3,52.57,13810.45,72600.75,350238.06,785.97,61991.47,3866.0,4927.24,164.93,113.54,528.57,25213.06,17.28,12.22,114.79,228.0,99.34,49.19,337.26,33.2,3.74,9.97,464371.31
MSDP03,52.57,53.85,13536.78,70552.75,336718.12,694.18,61271.18,3420.18,4660.17,165.4,99.65,504.37,25370.56,13.73,3.98442825546486,77.79,228.94,89.4,50.02,337.33,32.95,4.37,10.36,481825.6
MSDP03,53.85,54.4,14228.06,71856.81,358598.82,852.23,65732.3,5208.82,4699.77,171.03,74.58,632.29,24402.13,9.27,12.29,54.18,223.54,82.71,48.69,328.73,31.47,2.61,9.51,452622.57
MSDP03,54.4,55.44,14550.0,72250.09,361977.99,785.32,67332.08,4207.35,4770.25,163.35,93.42,614.1,24362.83,19.94,3.9507130013291403,76.8,233.06,80.18,50.43,344.46,32.17,3.18,9.3,447919.89
MSDP03,55.44,56.48,15342.44,74412.75,364706.22,860.69,69758.98,4148.22,4842.91,160.94,69.58,685.66,24464.98,6.135547801474219,3.21667594956717,63.49,233.88,68.0,48.39,353.08,33.75,1.4901039226978898,9.6,439627.16
MSDP03,56.48,57.4,13226.23,72933.94,364127.81,900.6,68352.16,3564.49,4986.65,172.45,91.75,575.39,24184.96,12.93,3.31510366678587,58.83,228.13,71.9,49.51,353.97,30.98,2.64,7.77,445952.71
MSDP03,57.4,58.41,14852.1,71507.44,364224.28,744.52,67574.98,3390.65,4811.0,172.08,44.78,568.44,23638.32,15.19,3.97124615882909,126.96,227.13,73.11,48.69,355.75,33.66,3.35,10.47,447467.98
MSDP03,58.41,59.43,15079.35,72384.97,354503.87,752.76,69305.17,6883.66,4815.35,157.23,67.03,888.7,25663.14,12.4,3.72415787413638,72.81,223.32,58.96,50.67,329.59,33.61,2.72,10.34,448586.05
MSDP03,59.43,60.3,16618.8,71468.55,353054.08,801.13,68186.51,7204.56,4815.72,163.14,57.89,854.18,25102.7,13.8,3.79936581696816,60.47,218.45,59.62,51.37,316.57,34.32,2.64,10.96,450792.15
MSDP03,60.3,61.44,15555.47,71294.22,362593.84,774.97,65453.77,4313.89,4608.84,134.19,74.32,580.45,24388.52,8.68,14.0,131.29,219.08,75.13,49.25,338.09,33.62,3.43,8.85,449194.88
MSDP03,61.44,62.48,12893.77,69784.47,357899.68,737.19,66896.94,5562.58,4841.76,161.93,69.47,711.14,25108.03,6.13594821802997,10.63,103.58,222.36,66.56,50.01,328.37,32.83,3.35,11.36,454368.52
MSDP03,62.48,63.4,16220.91,71557.98,360895.91,700.78,70164.19,4873.71,4877.02,164.33,56.82,657.37,25027.15,16.19,4.1191160412465795,138.45,229.83,57.6,50.87,335.83,34.69,2.54,11.64,443769.44
MSDP03,63.4,64.1,18379.92,73867.35,366874.1,697.66,69977.39,5271.23,4848.66,153.18,59.55,757.7,24868.33,11.39,14.16,283.33,228.7,61.24,50.31,352.3,33.13,1.6858342138153797,12.63,433063.05
MSDP03,64.1,64.8,15953.97,72414.68,363277.99,651.04,69782.81,4063.62,4534.29,152.13,63.4,665.34,25131.59,13.39,3.9890475245621904,254.27,232.01,61.77,52.13,353.29,34.0,2.52,10.56,442141.94
MSDP03,64.8,65.6,14178.96,73045.62,358387.75,642.48,68727.44,3611.67,4688.39,157.66,44.68,669.09,26335.72,8.62,3.7378827100883103,171.0,227.53,58.86,49.71,337.12,33.44,3.47,9.93,448460.54
MSDP03,65.6,66.61,15565.88,73371.5,364510.41,664.5,67533.48,3427.02,4686.86,158.57,44.29,637.35,26554.4,12.77,3.9404360788477404,186.19,223.82,64.2,49.72,351.14,32.92,2.65,11.57,441657.09
MSDP03,66.61,67.62,15040.49,75513.43,369006.93,751.51,71641.66,2066.52,4640.65,150.01,81.26,679.55,27094.53,13.34,19.62,139.99,230.59,51.78,53.19,346.71,33.85,2.72,11.1,432175.67
MSDP03,67.62,68.75,15623.59,74162.01,366735.56,768.28,69458.89,2208.14,4697.99,135.84,72.14,594.09,26941.91,14.09,20.67,135.68,230.16,58.9,51.56,350.44,34.74,3.13,9.0,437423.16
MSDP03,68.75,69.8,14628.15,74359.55,363252.95,634.21,69660.0,2865.96,4884.15,144.78,88.87,601.6,26993.1,6.319907079297921,12.65,117.41,227.57,63.1,53.31,351.61,36.53,3.44,11.01,440828.89
MSDP03,69.8,70.85,15755.37,71679.29,361838.7,667.81,69406.57,3387.56,4718.46,143.98,92.61,581.64,25047.73,11.46,14.56,119.83,227.95,62.96,48.75,342.01,35.02,1.6749191975436202,9.77,445625.01
MSDP03,70.85,71.9,15471.92,74724.07,365963.63,587.18,70341.77,2965.04,4897.7,153.01,55.79,642.54,27359.98,9.24,18.66,117.77,227.17,57.48,51.53,345.09,34.59,1.5702174933330402,7.65,435811.07
MSDP03,71.9,72.95,14086.93,72971.97,364264.03,802.08,69481.5,3538.09,4850.18,148.45,64.0,674.13,26717.3,12.27,15.35,77.52,225.19,60.01,53.14,351.11,36.42,2.61,8.21,441395.05
MSDP03,72.95,74.0,14142.56,72594.36,366655.45,686.34,69924.8,3113.75,4852.96,141.35,46.17,644.64,26180.51,5.57237944910262,3.2878390163557296,93.48,225.85,57.0,48.96,340.88,35.21,2.7,8.8,440038.35
MSDP03,74.0,74.45,13383.26,72525.48,364627.77,574.15,70398.29,2924.01,4632.07,137.93,66.35,659.36,26492.52,12.96,13.26,122.6,226.3,60.2,50.21,345.12,35.47,2.52,11.22,442546.76
MSDP03,74.45,74.9,13692.28,71149.51,365709.02,641.7,70481.45,3085.26,4947.53,155.5,72.14,622.41,26043.41,6.18421281988876,11.79,90.46,223.89,57.22,49.24,341.6,35.35,2.44,8.89,442423.79
MSDP03,74.9,75.4,15132.06,72803.44,362946.07,712.63,70176.0,3054.43,4733.82,143.4,31.864768093025198,676.61,26547.1,10.87,9.53,155.36,226.11,56.75,50.86,343.25,35.84,3.6,8.37,442016.36
MSDP03,75.4,76.2,14986.8,72103.01,368223.23,604.8,70149.14,3045.39,4941.26,130.18,67.82,635.76,25397.63,6.01939579983413,3.4353280900647003,72.89,223.37,58.08,49.22,340.69,36.92,1.52689150108419,9.17,438763.26
MSDP03,76.2,77.24,14720.78,70942.53,363484.13,600.32,70323.29,3630.68,5191.06,145.5,85.38,653.31,25990.09,10.93,13.8,109.02,224.18,55.7,51.94,349.21,38.66,2.86,9.61,443192.41
MSDP03,77.24,78.4,10625.84,70558.85,361252.32,642.27,70204.43,4026.09,4908.41,131.76,72.16,666.57,25859.0,12.67,16.8,99.31,230.42,53.93,50.14,350.07,37.98,3.13,11.02,449988.79
MSDP03,78.4,79.54,15448.83,72754.47,346072.45,621.7,66983.17,3477.28,5389.81,147.13,110.38,806.87,31480.71,19.51,16.17,124.89,223.78,57.45,51.17,353.22,39.5,3.51,9.93,455669.51
MSDP03,79.54,80.68,13665.42,72768.59,352826.07,708.53,65877.12,3430.95,4914.61,153.46,70.5,845.1,29907.13,9.5,3.55032127711798,77.02,215.4,55.3,51.08,339.12,35.08,1.57836354745512,8.85,453912.97
MSDP03,80.68,81.4,11046.48,68141.83,348226.5,682.03,64192.72,3620.86,4768.46,162.05,96.78,930.4,29097.8,6.1406687421810995,3.8911378472200298,113.61,214.34,57.95,48.93,334.93,34.67,2.8,9.14,468101.97
MSDP03,81.4,82.54,6930.87,70618.93,352575.18,747.64,62509.09,3417.82,4960.46,161.6,62.1,675.65,24530.01,14.05,4.4187218348179504,144.6,209.7,63.84,47.83,332.28,34.85,3.02,8.57,471838.41
MSDP03,82.54,83.68,14456.27,70545.63,357237.28,790.95,63641.11,3108.86,5111.31,161.11,83.1,583.01,22287.81,12.17,3.63427652085921,100.28,205.95,57.71,50.62,333.28,33.92,1.60201491048181,8.9,461067.85
MSDP03,83.68,84.4,18688.12,68728.16,341839.63,716.58,62817.5,13278.69,5012.82,149.35,70.97,1152.3,21123.84,10.98,3.5989831931217795,69.59,205.32,49.24,49.44,321.94,35.28,2.52,7.7,465540.77
MSDP03,84.4,85.7,17711.65,69515.41,346018.17,693.33,63292.49,10687.1,4730.15,137.89,76.18,1041.12,21914.37,11.93,3.68692992131269,76.58,206.63,51.86,46.38,323.51,34.95,1.6204540468067101,8.73,463303.13
MSDP03,85.7,87.4,11393.69,69373.76,349124.76,679.25,63999.03,5971.83,5505.34,145.9,64.07,767.93,22189.96,16.31,4.354272945165491,112.77,211.86,51.9,46.27,330.41,33.53,1.51530836310893,9.43,469860.97
MSDP03,87.4,88.31,13961.58,69340.28,352906.41,752.32,63698.69,5268.44,5163.53,161.74,55.2,693.89,21512.84,19.11,4.2337848558101205,114.58,208.41,59.11,46.22,335.35,36.82,1.46066114369145,7.58,465549.32
MSDP03,88.31,89.22,15576.42,69049.59,350749.7,732.47,60953.23,4387.99,5160.41,157.36,82.55,640.8,22066.34,10.3,3.52940178606829,88.14,205.76,61.33,47.96,344.65,35.98,1.61188720644543,7.97,469524.27
MSDP03,89.22,90.4,11213.38,70345.2,354928.12,778.78,60726.63,3283.98,5516.97,137.3,74.72,574.54,23598.69,13.58,4.01292415528724,77.56,201.24,60.75,48.34,342.12,38.44,1.5206305728893401,9.66,467912.36
MSDP03,90.4,91.4,12442.1,69481.22,353496.0,712.75,61388.48,3542.11,5232.76,151.6,78.14,595.2,23756.09,18.8,4.20729234846721,96.22,206.22,56.83,46.76,351.22,38.39,1.5355396516171003,8.16,468176.91
MSDP03,91.4,92.4,11751.11,68443.48,351033.54,739.02,62730.83,3112.91,5534.2,144.59,64.36,532.56,23715.36,10.75,3.76504213693657,66.61,204.84,53.69,49.41,351.21,39.06,1.45456372129781,8.43,471284.96
MSDP03,92.4,93.4,9437.65,68316.47,351934.54,815.79,62635.76,3049.15,5419.43,156.04,55.93,537.43,24649.98,16.35,4.2518111825116005,70.86,203.27,53.88,50.11,358.73,40.73,1.3602026672801297,10.77,472082.91
MSDP03,93.4,94.65,12206.4,66988.57,355532.81,522.09,64168.68,3442.81,5547.04,145.77,74.11,612.16,24667.18,13.16,4.179455930267911,104.91,200.82,52.19,46.56,343.26,39.26,1.57480521716259,9.48,465164.72
MSDP03,94.65,95.7,10441.74,67350.81,365215.9,664.38,64374.26,3244.16,6045.37,151.37,77.64,553.74,23324.28,9.38,3.90741743567652,93.7,203.35,45.2,51.83,354.6,42.47,1.61400370576561,10.81,457626.69
MSDP03,95.7,97.1,18197.91,67277.01,358230.57,671.54,65540.93,3144.51,5905.5,159.22,48.83,535.3,23335.55,12.49,3.8780046416641496,99.34,213.88,42.31,53.41,368.14,44.61,1.4297322012935,8.22,455971.7
MSDP03,97.1,98.22,15395.02,68523.72,364307.17,630.79,67410.6,5866.93,5476.32,163.09,62.58,668.74,22748.92,14.74,10.96,133.6,215.38,45.27,50.17,364.09,38.41,1.57820145365192,8.49,447716.26
MSDP03,98.22,99.2,12554.03,67245.75,352402.77,732.48,69114.4,5632.48,5739.93,185.77,75.52,570.14,23064.12,12.25,11.05,90.67,220.63,40.9,53.29,376.35,39.98,1.57359220519878,11.52,461684.96
MSDP03,99.2,100.23,17015.22,69440.58,353080.35,709.97,68432.5,6521.91,5991.54,162.62,95.18,636.18,24029.0,14.01,3.9326293538077004,84.14,218.67,39.37,53.82,360.44,40.7,1.6352812122432199,10.41,452910.39
MSDP03,100.23,101.13,15506.23,67505.84,350553.63,801.36,68569.13,8805.87,6188.55,183.74,90.64,733.27,25428.86,17.5,18.85,79.13,215.53,39.2,54.67,359.5,41.48,3.16,11.35,454626.83
MSDP03,101.13,102.3,18055.95,70478.76,352292.86,762.96,71504.37,7059.2,5933.98,183.07,70.56,744.57,28803.34,12.22,20.57,88.94,224.02,49.09,52.05,366.25,43.04,1.59483469477057,10.83,443068.23
MSDP03,102.3,103.74,21553.8,72012.9,344862.3,754.62,66515.52,7755.4,7006.99,162.68,72.32,911.45,38191.26,20.21,15.08,122.91,195.51,49.72,45.94,301.32,34.88,1.55112544466329,13.7,439232.24
MSDP03,103.74,105.4,29688.71,73709.97,326716.83,796.15,64835.85,11546.86,7742.3,138.19,87.6,1193.9,49495.07,38.77,10.56,127.15,147.64,34.68,39.79,228.21,23.36,1.4911952136711202,7.6,433250.58
MSDP03,105.4,106.6,48924.69,80987.1,295370.25,812.26,65862.68,9903.72,8580.83,120.34,102.59,1366.53,76070.45,55.98,21.42,543.52,101.31,35.39,32.82,163.73,13.72,1.6161634938326397,14.04,410790.09
MSDP03,106.6,107.65,58647.53,81730.96,284695.26,853.54,56421.39,5974.54,8783.18,105.92,74.5,1227.84,76957.56,51.27,24.9,343.32,87.6,74.29,30.47,158.66,11.55,3.21,15.6,423579.87
MSDP03,107.65,108.4,46473.37,80477.57,295672.75,797.54,55335.94,6578.62,8225.78,118.31,91.18,1186.18,68032.08,42.19,13.05,387.52,126.11,99.49,38.7,224.84,20.15,1.60879780859086,15.21,435903.88
MSDP03,108.4,109.17,38327.07,79733.13,303366.6,889.71,56908.97,6852.59,7436.51,146.29,110.17,1098.7,62809.1,42.73,14.66,365.65,149.58,100.95,41.75,255.54,23.57,2.9,14.25,441157.3
MSDP03,109.17,110.28,58128.58,83395.56,271503.65,895.45,40439.47,8393.08,8692.61,123.06,101.93,1626.43,84559.91,55.9,27.79,396.11,105.23,202.05,32.89,204.21,13.46,3.2,16.39,440918.15
MSDP03,110.28,111.4,69005.28,86132.93,259227.77,970.88,39316.65,7852.52,8760.98,125.49,141.6,1762.19,91249.15,65.65,40.09,387.93,95.57,180.68,31.83,169.38,11.91,2.98,18.43,434324.14
MSDP03,111.4,111.97,68249.84,84134.85,269890.37,913.3,44917.46,7264.75,8930.99,117.73,111.68,1590.89,85842.67,55.28,53.01,526.64,105.49,85.37,34.48,171.83,12.84,5.15,26.4,426836.19
MSDP03,111.97,112.55,76221.31,79358.38,273263.9,891.91,41047.59,9037.3,8483.7,101.54,160.21,1725.96,86286.16,60.6,68.96,455.66,92.69,63.11,31.88,144.18,11.52,3.7,24.49,422210.01
MSDP03,112.55,113.12,81905.31,76681.17,267740.48,918.04,37405.8,6445.69,8314.45,96.35,110.65,1404.69,93496.53,65.44,75.99,468.65,84.8,50.55,30.11,138.76,8.59,2.7,25.85,415227.08
MSDP03,113.12,113.7,81442.0,84349.68,265050.41,1013.8,29524.36,9297.01,9361.99,108.17,170.38,1351.1,87169.29,56.33,68.93,447.16,77.88,102.4,31.68,146.64,10.29,1.7217104510433399,47.47,427076.1
MSDP03,113.7,114.47,69704.38,81292.36,267437.85,948.76,40068.74,8530.34,8248.95,119.99,131.35,1452.07,87569.47,62.7,56.5,512.65,102.41,100.1,35.7,186.45,14.52,3.5,32.68,432536.43
MSDP03,114.47,115.25,70862.25,86711.35,264023.4,1060.15,30050.54,11986.98,9464.07,132.28,147.54,1472.38,86337.86,62.47,65.86,460.48,82.98,138.1,33.31,169.65,14.19,4.63,55.88,436308.3
MSDP03,115.25,116.02,67083.57,83102.13,262801.97,973.4,18061.93,26810.82,9887.1,139.38,122.12,1804.1,85903.72,48.77,60.13,416.36,51.8,180.38,30.57,135.77,8.38,2.77,79.29,442151.17
MSDP03,116.02,116.8,54088.17,81634.99,267518.8,869.49,17921.8,45045.92,9468.66,107.11,111.68,1853.15,76145.11,52.79,64.96,280.45,47.63,214.57,29.79,122.63,8.94,1.68519138006964,62.94,444152.12
MSDP03,116.8,117.57,65195.17,86078.45,267509.06,1010.63,28885.07,24130.19,7851.52,117.04,141.33,1536.51,83574.89,56.98,52.38,451.09,85.19,154.51,34.91,178.12,11.3,1.73973307111831,48.91,432745.36
MSDP03,117.57,118.35,60443.81,85500.92,268235.21,927.27,29741.58,27309.97,8709.06,134.09,146.69,1308.33,86716.25,59.39,47.21,380.53,75.44,194.31,33.7,162.29,10.4,1.71757007262871,38.22,429689.66
MSDP03,118.35,119.12,54065.2,85261.88,262305.15,1014.09,24489.64,35180.63,9046.0,130.57,128.26,1292.31,86032.8,57.46,36.47,309.98,63.37,231.93,31.45,156.91,12.27,3.35,31.42,439990.32
MSDP03,119.12,119.9,56612.06,84916.21,270158.45,966.0,25975.66,32386.66,8675.33,132.64,123.1,1412.12,81602.48,63.19,48.14,327.26,69.71,206.01,32.83,161.94,11.89,3.4,31.84,435945.95
MSDP03,119.9,121.04,60103.95,83412.78,262864.99,1009.82,20047.99,27678.44,8159.5,102.13,129.77,1281.24,83938.04,60.28,22.44,327.04,55.97,197.35,30.94,153.29,9.54,1.6768601063489899,22.55,450283.7
MSDP03,121.04,122.19,54253.22,80699.29,277974.84,874.09,13631.41,23675.56,9332.24,122.54,65.29,1187.71,70057.14,45.54,11.67,197.05,40.57,229.87,30.16,145.56,9.96,1.4571847957094601,18.07,467305.34
MSDP03,122.19,123.0,54009.43,83902.5,282360.48,909.17,19350.84,23711.75,10485.74,174.01,72.35,1083.81,67315.73,44.67,5.25811109795554,182.78,61.47,269.06,30.68,140.55,9.86,1.43440347986239,17.56,455772.44
MSDP03,123.0,125.15,57263.91,84360.88,279146.11,775.09,13798.17,22124.51,10773.32,130.69,77.47,1077.06,63709.14,48.79,5.22097093025236,174.11,39.3,246.06,27.63,130.3,10.15,1.4798091888255802,14.17,465983.03
MSDP03,125.15,125.8,49637.55,83693.09,280380.17,644.89,13473.67,22215.99,10315.11,128.71,75.22,1078.82,61148.16,44.71,16.26,159.08,40.72,275.83,28.95,135.66,9.31,1.4621850740484699,13.59,476415.22
MSDP03,125.8,127.86,47662.49,83746.53,283542.78,670.84,14212.88,20556.96,10028.94,120.32,98.55,1033.17,56446.09,47.34,17.08,138.24,39.85,210.28,27.64,129.28,10.67,1.53843502923602,13.02,481168.34
MSDP03,127.86,128.9,51359.7,81131.5,283001.23,682.13,14830.33,26856.52,10240.99,125.19,82.28,1418.85,59033.37,48.58,15.58,161.63,39.86,182.44,26.02,122.27,7.15,1.4399220060297098,20.8,470520.87
MSDP03,128.9,130.96,42726.19,82499.24,280670.2,668.11,14008.19,28564.97,11657.54,137.32,86.93,1090.17,57915.64,42.75,35.37,155.49,40.17,264.08,28.98,134.59,9.98,2.57,28.3,479135.28
MSDP03,130.96,133.03,43868.06,80459.47,280221.56,658.39,25164.59,30265.02,11806.04,148.87,91.34,1184.98,58770.75,43.23,28.96,146.92,59.16,278.39,28.35,136.69,12.31,1.4908727034892,63.01,466448.5
MSDP03,133.03,135.1,40331.94,80563.93,272831.91,773.92,21085.32,26839.31,9399.67,119.51,117.99,1482.61,60326.8,51.94,18.02,211.96,58.24,302.68,27.09,136.2,9.23,1.59041443022751,34.26,484387.52
MSDP03,135.1,136.1,43186.07,82606.51,275571.49,807.84,22118.21,27004.58,9568.96,153.69,121.44,1489.15,63591.27,44.5,20.92,235.8,66.38,470.24,28.09,142.45,8.46,1.6251678166116001,27.36,472632.05
MSDP03,136.1,137.1,46922.97,83563.04,268594.2,825.7,26932.9,24346.58,8659.68,196.5,159.28,1404.73,70768.2,52.38,18.04,631.48,85.88,515.47,27.06,134.52,6.54,1.7289332762226,29.92,466018.95
MSDP03,137.1,138.1,44436.4,83369.04,265950.86,758.89,29430.57,22891.78,9361.98,175.29,133.92,1388.03,68600.83,54.03,13.36,331.77,82.94,463.35,27.61,140.05,10.09,2.64,24.04,472249.11
MSDP03,138.1,138.85,51363.37,83863.82,264355.31,819.89,26192.05,23815.48,9777.38,151.32,149.88,1428.6,75453.19,59.97,21.59,330.27,65.87,312.56,27.86,146.83,8.98,1.6674556649177399,21.92,461530.76
MSDP03,138.85,139.6,56457.28,86834.35,263362.6,792.12,17606.94,27169.48,9459.35,147.71,135.22,1368.12,74585.09,58.68,27.33,265.86,52.84,263.96,26.89,136.69,10.35,3.19,13.77,461104.83
MSDP03,139.6,140.35,58847.09,87908.37,256133.23,870.81,12736.8,27243.86,8712.49,127.1,133.7,1283.58,82506.23,58.17,29.34,218.66,44.51,222.17,27.76,123.53,7.44,2.6,10.12,462639.6
MSDP03,140.35,141.1,58751.58,83573.5,256706.06,898.25,14468.2,27485.59,8982.84,145.3,74.28,1327.52,82424.37,64.9,34.59,254.57,48.76,224.95,28.7,130.37,7.32,1.44102992854497,29.32,464205.18
MSDP03,141.1,142.4,54387.97,82908.65,248723.99,858.52,15074.35,22379.01,6709.14,118.41,130.74,2207.61,86894.57,63.57,21.29,590.57,70.02,186.71,30.81,152.57,17.41,3.0,19.67,478338.62
MSDP03,142.4,143.7,49153.9,87325.89,246699.74,907.07,14471.48,37757.84,8020.83,148.39,88.38,2006.91,86270.18,68.45,35.19,426.4,66.13,245.84,31.06,143.72,10.54,1.6653912058062101,28.54,466002.02
MSDP03,143.7,144.77,52239.76,88455.97,251856.37,896.73,11875.24,48362.56,8311.63,131.57,74.06,1788.37,79280.38,60.92,29.43,286.19,50.35,293.0,28.97,126.47,8.24,1.57086090985987,62.33,455681.42
MSDP03,144.77,146.2,53202.94,86526.65,246080.37,979.67,8564.58,51904.7,8175.73,126.4,101.83,1714.68,82921.29,75.54,33.85,248.39,33.07,323.08,28.84,117.6,5.41,1.60383059670872,127.39,458616.75
MSDP03,146.2,146.7,53600.99,85497.62,241868.24,806.65,7929.44,54218.69,8232.07,124.43,103.14,1703.8,84165.65,67.6,28.91,327.05,27.31,329.69,28.17,116.78,7.61,1.70417908489041,92.88,460623.34
MSDP03,146.7,147.58,47141.87,79972.15,278704.29,787.63,28418.4,36188.32,7005.68,130.26,193.84,1448.61,77813.13,44.49,30.08,1388.11,96.8,214.18,38.51,206.21,20.34,7.83,37.86,439955.28
MSDP03,147.58,148.7,47905.79,83886.88,270336.53,832.5,19070.98,46962.07,7784.48,122.13,221.55,1609.19,92758.3,69.72,30.17,989.37,61.51,270.2,33.53,164.12,12.58,8.89,37.23,426663.38
MSDP03,148.7,149.7,49898.47,84332.72,255458.53,793.44,11404.09,59038.34,7915.62,121.51,178.05,1572.3,90978.19,73.57,25.18,861.12,37.17,325.46,29.82,141.21,11.49,8.13,26.93,436639.56
